SN,,,,,,,,,,,,,,,,,,,,,,ALL,FUTURE,PAST,N-1,N-2,N-3,,
1,Document,toaster,bread,sandwich,cafe,coffee,Starbucks,green straws,water,ice,pool,beach,Wilmington,blue sky,kite,field,football,practice,stand,band,water,,,,,,,2,
,virtue,0.01,0.04,0.05,0.1,0.29,0.01,-0.01,0.52,1,-0.03,0.02,-0.02,0.06,0.11,0.02,-0.01,0,0.01,N/A,-0.01,0.064444444,0.015,0.12625,,,,,
,arcade,0.07,0.13,0.19,0.03,0.04,0.02,0.07,0.02,-0.03,1,0.1,0.06,0.15,0.05,0.01,-0.02,-0.03,-0.03,N/A,0.06,0.049444444,0.038888889,0.06,,,,,
,stars,-0.01,0.02,-0.01,0.07,0.05,0,0,0.06,0.02,0.1,1,0.83,0.03,-0.02,0.03,0.03,0.02,0.01,N/A,0.07,0.072222222,0.125,0.03,,,,,
,galaxy,-0.04,0.02,-0.01,0.05,-0.01,-0.01,-0.02,-0.03,-0.02,0.06,0.83,1,0.01,-0.02,0.07,0.02,-0.02,-0.02,N/A,0.07,0.051666667,0.015714286,0.074545455,,,,,
,chocolate,0.13,0.53,0.51,0.08,0.1,-0.01,0.1,0.06,0.06,0.15,0.03,0.01,1,0.21,0.27,0.04,0.16,0.17,N/A,0.08,0.148888889,0.155,0.145833333,,,,,
,almonds,0.06,0.19,0.17,0.09,0.15,0.06,0.06,0.13,0.11,0.05,-0.02,-0.02,0.21,1,0.15,0.09,-0.01,-0.02,N/A,0.01,0.081111111,0.044,0.095384615,,,,,
,coconut,0.07,0.32,0.26,0.1,0.02,0.09,0.18,0.03,0.02,0.01,0.03,0.07,0.27,0.15,1,0.32,0.01,0.01,N/A,-0.03,0.107222222,0.0775,0.115714286,,,,,
,sand,-0.03,0.05,0.07,0,0.02,0.03,0.13,0.03,-0.01,-0.02,0.03,0.02,0.04,0.09,0.32,1,0,0.07,N/A,0.01,0.047222222,0.026666667,0.051333333,,,,,
,volcano,0.02,0,0.08,0.03,0.02,0.01,0.04,0.03,0,-0.03,0.02,-0.02,0.16,-0.01,0.01,0,1,0.96,N/A,-0.01,0.072777778,0.475,0.0225,,,,,
,lava,0.02,0,0.06,0.02,0,0.01,0.03,0.02,0.01,-0.03,0.01,-0.02,0.17,-0.02,0.01,0.07,0.96,1,N/A,-0.01,0.072777778,-0.01,0.077647059,,,,,
,sharkboy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,
,disney,0,-0.02,0.04,0.2,0.07,0.02,0.13,-0.02,-0.01,0.06,0.07,0.07,0.08,0.01,-0.03,0.01,-0.01,-0.01,N/A,1,0.036666667,,0.036666667,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.079356725,0.089315027,0.106055657,,,,,
177,Document,toaster,bread,butter,pickles,sandwiches,meat,veggies,healthy,life,fulfillment,meaning,journey,path,career,job,college,hard,difficult,challenging,clubs,,,,,,,0,1
,toaster,1,0.21,0.21,0.06,0.17,0.14,N/A,0.04,0.02,0.01,-0.01,-0.03,0.38,0.02,0.01,0.03,0.03,-0.01,-0.02,0.01,0.070555556,0.070555556,,0.3,0.22,0.184666667,,
,bread,0.21,1,0.77,0.33,0.55,0.65,N/A,0.17,0.1,-0.02,0.03,0.08,0.08,0.01,0.04,0.02,0.17,0.09,0.07,0.09,0.191111111,0.19,0.21,,,,,
,butter,0.21,0.77,1,0.46,0.61,0.7,N/A,0.21,0.06,-0.02,0.02,0.05,0.04,0.03,0.04,0.02,0.16,0.06,0.07,0.01,0.194444444,0.1575,0.49,,,,,
,pickles,0.06,0.33,0.46,1,0.36,0.31,N/A,0.05,0.02,0.01,0.06,0.03,0.13,0,0.04,0.04,0.19,0.07,0.02,-0.02,0.12,0.087333333,0.283333333,,,,,
,sandwiches,0.17,0.55,0.61,0.36,1,0.41,N/A,0.1,0.09,0.02,0,0.1,0.06,0.06,0.1,0.04,0.2,0.09,0.05,0.06,0.170555556,0.098571429,0.4225,,,,,
,meat,0.14,0.65,0.7,0.31,0.41,1,N/A,0.2,0.13,0.01,0.06,0.11,0.06,0.03,0.05,0.05,0.18,0.09,0.08,0.15,0.189444444,0.092307692,0.442,,,,,
,veggies,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,
,healthy,0.04,0.17,0.21,0.05,0.1,0.2,N/A,1,0.15,0.16,0.05,0.05,0,0.01,0.08,0.06,0.18,0.12,0.14,0.05,0.101111111,0.0875,0.128333333,,,,,
,life,0.02,0.1,0.06,0.02,0.09,0.13,N/A,0.15,1,0.41,0.14,0.19,0.08,0.24,0.14,0.16,0.33,0.37,0.24,0.21,0.171111111,0.228181818,0.081428571,,,,,
,fulfillment,0.01,-0.02,-0.02,0.01,0.02,0.01,N/A,0.16,0.41,1,0.11,0.03,0.01,0.28,0.1,0.14,0.07,0.22,0.11,0.11,0.097777778,0.118,0.0725,,,,,
,meaning,-0.01,0.03,0.02,0.06,0,0.06,N/A,0.05,0.14,0.11,1,0.06,0.03,0.03,0.02,0.06,0.09,0.25,0.1,0.06,0.064444444,0.077777778,0.051111111,,,,,
,journey,-0.03,0.08,0.05,0.03,0.1,0.11,N/A,0.05,0.19,0.03,0.06,1,0.29,0.08,0.02,0.05,0.15,0.21,0.09,0.03,0.088333333,0.115,0.067,,,,,
,path,0.38,0.08,0.04,0.13,0.06,0.06,N/A,0,0.08,0.01,0.03,0.29,1,0.07,0.06,0.04,0.13,0.12,0.06,0.06,0.094444444,0.077142857,0.105454545,,,,,
,career,0.02,0.01,0.03,0,0.06,0.03,N/A,0.01,0.24,0.28,0.03,0.08,0.07,1,0.59,0.69,0.13,0.18,0.33,0.24,0.167777778,0.36,0.071666667,,,,,
,job,0.01,0.04,0.04,0.04,0.1,0.05,N/A,0.08,0.14,0.1,0.02,0.02,0.06,0.59,1,0.35,0.25,0.19,0.25,0.18,0.139444444,0.244,0.099230769,,,,,
,college,0.03,0.02,0.02,0.04,0.04,0.05,N/A,0.06,0.16,0.14,0.06,0.05,0.04,0.69,0.35,1,0.08,0.12,0.38,0.26,0.143888889,0.21,0.125,,,,,
,hard,0.03,0.17,0.16,0.19,0.2,0.18,N/A,0.18,0.33,0.07,0.09,0.15,0.13,0.13,0.25,0.08,1,0.36,0.15,0.19,0.168888889,0.233333333,0.156,,,,,
,difficult,-0.01,0.09,0.06,0.07,0.09,0.09,N/A,0.12,0.37,0.22,0.25,0.21,0.12,0.18,0.19,0.12,0.36,1,0.27,0.15,0.163888889,0.21,0.158125,,,,,
,challenging,-0.02,0.07,0.07,0.02,0.05,0.08,N/A,0.14,0.24,0.11,0.1,0.09,0.06,0.33,0.25,0.38,0.15,0.27,1,0.15,0.141111111,0.15,0.140588235,,,,,
,clubs,0.01,0.09,0.01,-0.02,0.06,0.15,N/A,0.05,0.21,0.11,0.06,0.03,0.06,0.24,0.18,0.26,0.19,0.15,0.15,1,0.110555556,,0.110555556,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.13625731,0.155955766,0.18260421,,,,,
178,Document,toaster,bread,butter,knife,fork,spoon,napkin,plate,silverware,table,chair,cushion,cotton,farmers,slavery,south,y\'all,fried chicken,sweet tea,leaves,,,,,,,2,0
,toaster,1,0.21,0.21,0.12,0.03,0.22,0.04,-0.01,0.05,0.06,0.05,-0.02,0.04,0.01,-0.02,0.02,0.05,0.17,0.13,0.04,0.073684211,0.073684211,,0.345789474,0.233333333,0.195294118,,
,bread,0.21,1,0.77,0.27,0.27,0.38,0.39,0.21,0.23,0.26,0.19,0.1,0.09,0.08,0.02,0.03,0.17,0.68,0.45,0.07,0.256315789,0.258888889,0.21,,,,,
,butter,0.21,0.77,1,0.25,0.29,0.39,0.38,0.19,0.22,0.27,0.22,0.09,0.07,0.04,0.01,0.02,0.14,0.75,0.47,0.05,0.254210526,0.226470588,0.49,,,,,
,knife,0.12,0.27,0.25,1,0.34,0.37,0.33,0.23,0.18,0.3,0.23,0.19,0.12,-0.01,-0.02,0.01,0.2,0.32,0.24,0.11,0.198947368,0.19625,0.213333333,,,,,
,fork,0.03,0.27,0.29,0.34,1,0.48,0.43,0.34,0.23,0.42,0.28,0.16,0.01,-0.01,-0.01,0.03,0.17,0.37,0.28,0.09,0.221052632,0.218,0.2325,,,,,
,spoon,0.22,0.38,0.39,0.37,0.48,1,0.5,0.39,0.33,0.45,0.38,0.23,-0.01,0,0.01,0.02,0.2,0.5,0.41,0.11,0.282105263,0.251428571,0.368,,,,,
,napkin,0.04,0.39,0.38,0.33,0.43,0.5,1,0.47,0.43,0.63,0.47,0.26,0.01,-0.02,0.01,0,0.13,0.47,0.37,0.02,0.28,0.25,0.345,,,,,
,plate,-0.01,0.21,0.19,0.23,0.34,0.39,0.47,1,0.27,0.32,0.19,0.18,0,0.01,0.01,0.04,0.15,0.29,0.18,0.04,0.184210526,0.14,0.26,,,,,
,silverware,0.05,0.23,0.22,0.18,0.23,0.33,0.43,0.27,1,0.39,0.28,0.04,0.11,-0.02,-0.02,0.04,0.14,0.33,0.28,0.03,0.186315789,0.145454545,0.2425,,,,,
,table,0.06,0.26,0.27,0.3,0.42,0.45,0.63,0.32,0.39,1,0.61,0.23,0.01,0.04,0.01,0.02,0.2,0.3,0.35,0.03,0.257894737,0.18,0.344444444,,,,,
,chair,0.05,0.19,0.22,0.23,0.28,0.38,0.47,0.19,0.28,0.61,1,0.34,0.05,0.01,-0.01,0.05,0.24,0.23,0.36,0.05,0.222105263,0.146666667,0.29,,,,,
,cushion,-0.02,0.1,0.09,0.19,0.16,0.23,0.26,0.18,0.04,0.23,0.34,1,0.07,0.07,0.01,0.01,0.18,0.15,0.22,0.14,0.139473684,0.10625,0.163636364,,,,,
,cotton,0.04,0.09,0.07,0.12,0.01,-0.01,0.01,0,0.11,0.01,0.05,0.07,1,0.35,0.3,0.32,0.1,0.04,0.16,0.03,0.098421053,0.185714286,0.0475,,,,,
,farmers,0.01,0.08,0.04,-0.01,-0.01,0,-0.02,0.01,-0.02,0.04,0.01,0.07,0.35,1,0.01,0.15,0.08,0.04,0.12,0.03,0.051578947,0.071666667,0.042307692,,,,,
,slavery,-0.02,0.02,0.01,-0.02,-0.01,0.01,0.01,0.01,-0.02,0.01,-0.01,0.01,0.3,0.01,1,0.38,0.06,0.03,0.01,0,0.041578947,0.096,0.022142857,,,,,
,south,0.02,0.03,0.02,0.01,0.03,0.02,0,0.04,0.04,0.02,0.05,0.01,0.32,0.15,0.38,1,0.14,0.03,0.06,0.05,0.074736842,0.07,0.076,,,,,
,y\'all,0.05,0.17,0.14,0.2,0.17,0.2,0.13,0.15,0.14,0.2,0.24,0.18,0.1,0.08,0.06,0.14,1,0.23,0.27,0.16,0.158421053,0.22,0.146875,,,,,
,fried chicken,0.17,0.68,0.75,0.32,0.37,0.5,0.47,0.29,0.33,0.3,0.23,0.15,0.04,0.04,0.03,0.03,0.23,1,0.47,0.05,0.286842105,0.26,0.29,,,,,
,sweet tea,0.13,0.45,0.47,0.24,0.28,0.41,0.37,0.18,0.28,0.35,0.36,0.22,0.16,0.12,0.01,0.06,0.27,0.47,1,0.29,0.269473684,0.29,0.268333333,,,,,
,leaves,0.04,0.07,0.05,0.11,0.09,0.11,0.02,0.04,0.03,0.03,0.05,0.14,0.03,0.03,0,0.05,0.16,0.05,0.29,1,0.073157895,,0.073157895,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.180526316,0.178235496,0.225142946,,,,,
179,Document,toaster,toast,bread,carbs,biology,glycolysis,midterms,food,hungry,lab,rams,eggs,bacon,cheese,cake,chocolate,cookies,gym,protein,water,,,,,,,0,1
,toaster,1,0.33,0.21,N/A,0.01,0.05,0,0.07,0.08,0.05,-0.03,0.09,0.14,0.14,0.19,0.13,0.16,0.02,0.01,0.07,0.095555556,0.095555556,,0.257647059,0.2,0.144666667,,
,toast,0.33,1,0.59,N/A,0.01,0,0.13,0.16,0.45,0.07,-0.05,0.34,0.63,0.49,0.53,0.5,0.53,0.22,0.13,0.12,0.287777778,0.285294118,0.33,,,,,
,bread,0.21,0.59,1,N/A,0.01,0.05,0,0.37,0.44,0.1,0.03,0.29,0.53,0.81,0.53,0.53,0.49,0.07,0.19,0.11,0.297222222,0.284375,0.4,,,,,
,carbs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,
,biology,0.01,0.01,0.01,N/A,1,-0.02,0.1,0.08,-0.02,0.47,-0.02,0.05,0.21,0.03,0.06,0.01,0.03,0.06,0.05,0.06,0.065555556,0.076666667,0.01,,,,,
,glycolysis,0.05,0,0.05,N/A,-0.02,1,-0.01,0.02,-0.03,0.06,0.03,0.03,-0.02,0.04,0.03,0.01,0,0.05,0.31,0.06,0.036666667,0.041428571,0.02,,,,,
,midterms,0,0.13,0,N/A,0.1,-0.01,1,0.01,0.07,0.12,0.17,0.01,0.01,0,-0.01,0.03,0.09,0.31,-0.03,0,0.055555556,0.06,0.044,,,,,
,food,0.07,0.16,0.37,N/A,0.08,0.02,0.01,1,0.52,0.16,0.06,0.16,0.19,0.3,0.14,0.24,0.2,0.08,0.18,0.26,0.177777778,0.2075,0.118333333,,,,,
,hungry,0.08,0.45,0.44,N/A,-0.02,-0.03,0.07,0.52,1,0.09,0.09,0.18,0.37,0.34,0.32,0.35,0.37,0.14,0.09,0.14,0.221666667,0.225454545,0.215714286,,,,,
,lab,0.05,0.07,0.1,N/A,0.47,0.06,0.12,0.16,0.09,1,0.03,0.05,0.13,0.07,0.07,0.05,0.08,0.21,0.02,0.06,0.105,0.077,0.14,,,,,
,rams,-0.03,-0.05,0.03,N/A,-0.02,0.03,0.17,0.06,0.09,0.03,1,0,0.05,0.05,-0.03,-0.05,-0.06,-0.01,0.02,0.01,0.016111111,-0.002222222,0.034444444,,,,,
,eggs,0.09,0.34,0.29,N/A,0.05,0.03,0.01,0.16,0.18,0.05,0,1,0.35,0.32,0.3,0.16,0.21,0.02,0.13,0.12,0.156111111,0.20125,0.12,,,,,
,bacon,0.14,0.63,0.53,N/A,0.21,-0.02,0.01,0.19,0.37,0.13,0.05,0.35,1,0.51,0.41,0.44,0.41,0.07,0.09,0.08,0.255555556,0.287142857,0.235454545,,,,,
,cheese,0.14,0.49,0.81,N/A,0.03,0.04,0,0.3,0.34,0.07,0.05,0.32,0.51,1,0.48,0.59,0.49,0.09,0.3,0.08,0.285,0.338333333,0.258333333,,,,,
,cake,0.19,0.53,0.53,N/A,0.06,0.03,-0.01,0.14,0.32,0.07,-0.03,0.3,0.41,0.48,1,0.54,0.74,0.12,0.08,0.08,0.254444444,0.312,0.232307692,,,,,
,chocolate,0.13,0.5,0.53,N/A,0.01,0.01,0.03,0.24,0.35,0.05,-0.05,0.16,0.44,0.59,0.54,1,0.58,0.24,0.13,0.1,0.254444444,0.2625,0.252142857,,,,,
,cookies,0.16,0.53,0.49,N/A,0.03,0,0.09,0.2,0.37,0.08,-0.06,0.21,0.41,0.49,0.74,0.58,1,0.29,0.09,0.04,0.263333333,0.14,0.288,,,,,
,gym,0.02,0.22,0.07,N/A,0.06,0.05,0.31,0.08,0.14,0.21,-0.01,0.02,0.07,0.09,0.12,0.24,0.29,1,0.01,0.05,0.113333333,0.03,0.12375,,,,,
,protein,0.01,0.13,0.19,N/A,0.05,0.31,-0.03,0.18,0.09,0.02,0.02,0.13,0.09,0.3,0.08,0.13,0.09,0.01,1,0.08,0.104444444,0.08,0.105882353,,,,,
,water,0.07,0.12,0.11,N/A,0.06,0.06,0,0.26,0.14,0.06,0.01,0.12,0.08,0.08,0.08,0.1,0.04,0.05,0.08,1,0.084444444,,0.084444444,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.164736842,0.166793246,0.172256638,,,,,
180,Document,toaster,bread,jam,fruit,tree,soil,roots,nitrogen,chemistry,oxygen,air,carbon dioxide,plants,fruit,seeds,soil,bugs,birds,poop,car,,,,,,,1,0
,toaster,1,0.21,0.2,0.12,0,-0.01,-0.03,0.04,0,0.08,0.11,0.11,0.07,0.12,-0.02,-0.01,0.04,0,-0.02,0.04,0.055263158,0.055263158,,0.247368421,0.244444444,0.125882353,,
,bread,0.21,1,0.56,0.66,0.09,0.04,0.04,0.02,-0.01,0.04,0.08,0.05,0.12,0.66,0.21,0.04,0.12,-0.01,0.01,0.01,0.154736842,0.151666667,0.21,,,,,
,jam,0.2,0.56,1,0.35,0.13,0.02,0.04,-0.05,0.06,-0.01,0.08,0.02,0.02,0.35,0.02,0.02,0.24,0.12,0.06,0.16,0.125789474,0.095882353,0.38,,,,,
,fruit,0.12,0.66,0.35,1,0.36,0.12,0.24,0.02,0.01,0.02,0.09,0.03,0.32,1,0.54,0.12,0.18,0.15,-0.01,0.03,0.228947368,0.20125,0.376666667,,,,,
,tree,0,0.09,0.13,0.36,1,0.1,0.35,0,0.04,0,0.08,0.04,0.09,0.36,0.25,0.1,0.23,0.19,0.03,0.04,0.130526316,0.126666667,0.145,,,,,
,soil,-0.01,0.04,0.02,0.12,0.1,1,0.44,0.28,0.02,0.08,0.13,0.1,0.42,0.12,0.18,1,0.03,0.07,-0.03,0,0.163684211,0.202857143,0.054,,,,,
,roots,-0.03,0.04,0.04,0.24,0.35,0.44,1,0.16,0,0.09,0.09,0.14,0.59,0.24,0.38,0.44,0.09,0.06,0,0.02,0.177894737,0.176923077,0.18,,,,,
,nitrogen,0.04,0.02,-0.05,0.02,0,0.28,0.16,1,0.2,0.73,0.32,0.79,0.31,0.02,0.05,0.28,0.01,0.02,0,0,0.168421053,0.2275,0.067142857,,,,,
,chemistry,0,-0.01,0.06,0.01,0.04,0.02,0,0.2,1,0.18,0.05,0.15,0.08,0.01,0.02,0.02,0.07,0.02,-0.01,0.04,0.05,0.057272727,0.04,,,,,
,oxygen,0.08,0.04,-0.01,0.02,0,0.08,0.09,0.73,0.18,1,0.31,0.8,0.18,0.02,0,0.08,0,0.04,0.02,0.02,0.141052632,0.147,0.134444444,,,,,
,air,0.11,0.08,0.08,0.09,0.08,0.13,0.09,0.32,0.05,0.31,1,0.23,0.17,0.09,0.05,0.13,0.05,0.13,0.09,0.08,0.124210526,0.113333333,0.134,,,,,
,carbon dioxide,0.11,0.05,0.02,0.03,0.04,0.1,0.14,0.79,0.15,0.8,0.23,1,0.24,0.03,0.03,0.1,-0.03,0.02,-0.01,0.02,0.150526316,0.05,0.223636364,,,,,
,plants,0.07,0.12,0.02,0.32,0.09,0.42,0.59,0.31,0.08,0.18,0.17,0.24,1,0.32,0.62,0.42,0.15,0.17,0.02,0.02,0.227894737,0.245714286,0.2175,,,,,
,fruit,0.12,0.66,0.35,1,0.36,0.12,0.24,0.02,0.01,0.02,0.09,0.03,0.32,1,0.54,0.12,0.18,0.15,-0.01,0.03,0.228947368,0.168333333,0.256923077,,,,,
,seeds,-0.02,0.21,0.02,0.54,0.25,0.18,0.38,0.05,0.02,0,0.05,0.03,0.62,0.54,1,0.18,0.07,0.18,0,0.01,0.174210526,0.088,0.205,,,,,
,soil,-0.01,0.04,0.02,0.12,0.1,1,0.44,0.28,0.02,0.08,0.13,0.1,0.42,0.12,0.18,1,0.03,0.07,-0.03,0,0.163684211,0.0175,0.202666667,,,,,
,bugs,0.04,0.12,0.24,0.18,0.23,0.03,0.09,0.01,0.07,0,0.05,-0.03,0.15,0.18,0.07,0.03,1,0.24,-0.02,0.04,0.090526316,0.086666667,0.09125,,,,,
,birds,0,-0.01,0.12,0.15,0.19,0.07,0.06,0.02,0.02,0.04,0.13,0.02,0.17,0.15,0.18,0.07,0.24,1,0.06,0.02,0.089473684,0.04,0.095294118,,,,,
,poop,-0.02,0.01,0.06,-0.01,0.03,-0.03,0,0,-0.01,0.02,0.09,-0.01,0.02,-0.01,0,-0.03,-0.02,0.06,1,-0.01,0.007368421,-0.01,0.008333333,,,,,
,car,0.04,0.01,0.16,0.03,0.04,0,0.02,0,0.04,0.02,0.08,0.02,0.02,0.03,0.01,0,0.04,0.02,-0.01,1,0.03,,0.03,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.134157895,0.117991022,0.167880974,,,,,
181,Document,toaster,bread,toast,wheat,rye,electricity,plug,burn,burnt,food,meal,tree,fry,eggs,ham,bagel,croissant,food lion,harris teeter,fire,,,,,,,2,1
,toaster,1,0.21,0.33,0.05,0.05,0.76,0.27,0.23,0.03,0.07,0.1,0,0.04,0.09,0.1,N/A,0.02,0.06,0,0.09,0.138888889,0.138888889,,0.245882353,0.163125,0.105333333,,
,bread,0.21,1,0.59,0.33,0.5,0.06,0.04,0.06,0.15,0.37,0.63,0.09,0.28,0.29,0.42,N/A,0.01,0.36,0.01,0.12,0.251111111,0.253529412,0.21,,,,,
,toast,0.33,0.59,1,0.18,0.28,0.15,0.11,0.14,0.23,0.16,0.5,-0.02,0.33,0.34,0.42,N/A,0.1,0.16,0.03,0.21,0.235555556,0.2075,0.46,,,,,
,wheat,0.05,0.33,0.18,1,0.76,0.03,0,0.09,0.07,0.21,0.17,0.02,0.08,0.09,0.13,N/A,0.01,0.19,0.07,0.01,0.138333333,0.128666667,0.186666667,,,,,
,rye,0.05,0.5,0.28,0.76,1,0.01,-0.01,0.14,0.11,0.22,0.3,0.06,0.13,0.14,0.21,N/A,0.04,0.2,0.03,0.1,0.181666667,0.12,0.3975,,,,,
,electricity,0.76,0.06,0.15,0.03,0.01,1,0.23,0.19,0.04,0.04,0.02,0,0.02,0.03,0.01,N/A,0,0.04,0.04,0.05,0.095555556,0.054615385,0.202,,,,,
,plug,0.27,0.04,0.11,0,-0.01,0.23,1,0.27,0.24,0.02,-0.01,0.04,0.05,0.07,0.01,N/A,-0.07,0.02,0.04,0.21,0.085,0.074166667,0.106666667,,,,,
,burn,0.23,0.06,0.14,0.09,0.14,0.19,0.27,1,0.4,0.14,0.07,0.05,0.08,0.02,0.03,N/A,0.02,0.14,0.01,0.59,0.148333333,0.140909091,0.16,,,,,
,burnt,0.03,0.15,0.23,0.07,0.11,0.04,0.24,0.4,1,0.08,0.19,0.11,0.09,0.01,0.11,N/A,0.04,0.09,0.11,0.49,0.143888889,0.132,0.15875,,,,,
,food,0.07,0.37,0.16,0.21,0.22,0.04,0.02,0.14,0.08,1,0.55,0.13,0.15,0.16,0.15,N/A,0.02,0.94,0,0.08,0.193888889,0.242222222,0.145555556,,,,,
,meal,0.1,0.63,0.5,0.17,0.3,0.02,-0.01,0.07,0.19,0.55,1,0.08,0.26,0.18,0.38,N/A,0.08,0.55,0.05,0.12,0.234444444,0.2125,0.252,,,,,
,tree,0,0.09,-0.02,0.02,0.06,0,0.04,0.05,0.11,0.13,0.08,1,0.18,0.04,0.01,N/A,-0.03,0.21,0.01,0.1,0.06,0.074285714,0.050909091,,,,,
,fry,0.04,0.28,0.33,0.08,0.13,0.02,0.05,0.08,0.09,0.15,0.26,0.18,1,0.3,0.33,N/A,0.04,0.18,0.04,0.08,0.147777778,0.161666667,0.140833333,,,,,
,eggs,0.09,0.29,0.34,0.09,0.14,0.03,0.07,0.02,0.01,0.16,0.18,0.04,0.3,1,0.23,N/A,-0.02,0.15,0,0.03,0.119444444,0.078,0.135384615,,,,,
,ham,0.1,0.42,0.42,0.13,0.21,0.01,0.01,0.03,0.11,0.15,0.38,0.01,0.33,0.23,1,N/A,0.01,0.16,0.1,0.09,0.161111111,0.09,0.181428571,,,,,
,bagel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,
,croissant,0.02,0.01,0.1,0.01,0.04,0,-0.07,0.02,0.04,0.02,0.08,-0.03,0.04,-0.02,0.01,N/A,1,0.08,0.01,0.02,0.021111111,0.036666667,0.018,,,,,
,food lion,0.06,0.36,0.16,0.19,0.2,0.04,0.02,0.14,0.09,0.94,0.55,0.21,0.18,0.15,0.16,N/A,0.08,1,-0.01,0.11,0.201666667,0.05,0.220625,,,,,
,harris teeter,0,0.01,0.03,0.07,0.03,0.04,0.04,0.01,0.11,0,0.05,0.01,0.04,0,0.1,N/A,0.01,-0.01,1,0.04,0.032222222,0.04,0.031764706,,,,,
,fire,0.09,0.12,0.21,0.01,0.1,0.05,0.21,0.59,0.49,0.08,0.12,0.1,0.08,0.03,0.09,N/A,0.02,0.11,0.04,1,0.141111111,,0.141111111,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.14374269,0.124200966,0.179887306,,,,,
182,Document,toaster,bread,famine,hunger,health,disparity,rights,human,living,happy,prosperity,success,happy,travel,learn,friends,laugh,smile,enjoy,life,,,,,,,0,0
,toaster,1,0.21,-0.04,0,0,0.02,0.01,0.03,0.03,0.07,-0.02,-0.01,0.07,0.03,0.06,0.05,0.07,0.03,0.1,0.02,0.038421053,0.038421053,,0.205789474,0.119444444,0.181764706,,
,bread,0.21,1,0.06,0.22,0.04,0.03,0.03,0.07,0.1,0.13,0.03,0.02,0.13,0.05,0.13,0.09,0.15,0.12,0.21,0.1,0.101052632,0.095,0.21,,,,,
,famine,-0.04,0.06,1,0.39,0.03,0.14,0.03,0.13,0.14,0.1,0.28,0.19,0.1,0.06,0.04,0.05,0.04,0.04,0.05,0.18,0.105789474,0.117058824,0.01,,,,,
,hunger,0,0.22,0.39,1,0.06,0.04,0.02,0.31,0.13,0.21,0.12,0.16,0.21,0.02,0.1,0.17,0.16,0.17,0.18,0.25,0.153684211,0.144375,0.203333333,,,,,
,health,0,0.04,0.03,0.06,1,-0.01,0.04,0.06,0.09,0.08,0.04,0.1,0.08,0.03,0.12,0.08,0.01,0.06,0.2,0.15,0.066315789,0.075333333,0.0325,,,,,
,disparity,0.02,0.03,0.14,0.04,-0.01,1,0.17,0.06,0.07,0.08,0.28,0.28,0.08,0.03,-0.03,0.07,0.02,0,0.09,0.2,0.085263158,0.1,0.044,,,,,
,rights,0.01,0.03,0.03,0.02,0.04,0.17,1,0.15,0.05,0.03,0.11,0.15,0.03,0.04,0.02,0.07,0,0.03,0.14,0.14,0.066315789,0.073846154,0.05,,,,,
,human,0.03,0.07,0.13,0.31,0.06,0.06,0.15,1,0.14,0.11,0.03,0.11,0.11,0.09,0.18,0.08,0.05,0.1,0.12,0.31,0.117894737,0.119166667,0.115714286,,,,,
,living,0.03,0.1,0.14,0.13,0.09,0.07,0.05,0.14,1,0.12,0.11,0.12,0.12,0.1,0.16,0.07,0.08,0.06,0.19,0.54,0.127368421,0.151818182,0.09375,,,,,
,happy,0.07,0.13,0.1,0.21,0.08,0.08,0.03,0.11,0.12,1,0.1,0.15,1,0.06,0.17,0.56,0.51,0.46,0.36,0.27,0.240526316,0.364,0.103333333,,,,,
,prosperity,-0.02,0.03,0.28,0.12,0.04,0.28,0.11,0.03,0.11,0.1,1,0.37,0.1,0.06,0.03,0.05,0,0.03,0.12,0.21,0.107894737,0.107777778,0.108,,,,,
,success,-0.01,0.02,0.19,0.16,0.1,0.28,0.15,0.11,0.12,0.15,0.37,1,0.15,0.12,0.27,0.19,0.07,0.06,0.33,0.33,0.166315789,0.19,0.149090909,,,,,
,happy,0.07,0.13,0.1,0.21,0.08,0.08,0.03,0.11,0.12,1,0.1,0.15,1,0.06,0.17,0.56,0.51,0.46,0.36,0.27,0.240526316,0.341428571,0.181666667,,,,,
,travel,0.03,0.05,0.06,0.02,0.03,0.03,0.04,0.09,0.1,0.06,0.06,0.12,0.06,1,0.13,0.14,0,0.05,0.23,0.17,0.077368421,0.12,0.057692308,,,,,
