SN,,,,,,,,,,,,,,,,,,,,,,ALL,FUTURE,PAST,N-1,N-2,N-3,NAs
,fellowship,0.06,0.08,1,0.1,0,0.02,0,0.05,0.06,0.09,-0.04,0,0.04,0.06,0.08,0.03,0.03,0.11,0.07,0.1,0.049473684,0.047058824,0.07,,,,
,friends,0.18,0.09,0.1,1,0.08,0.09,0.06,0.03,0.05,0.22,0.12,0.12,0.19,0.18,0.31,0.19,0.42,0.21,0.13,0.34,0.163684211,0.17125,0.123333333,,,,
,food,0.08,0.15,0,0.08,1,0.11,0.12,0.04,0.14,0.08,0.42,0.14,0.14,0.07,0.1,0.65,0.05,0.07,0.19,0.06,0.141578947,0.158666667,0.0775,,,,
,landlord,0.06,0,0.02,0.09,0.11,1,-0.06,0.07,0.08,0.16,0.08,0.13,0.16,0.16,0.11,0.06,0.09,0.1,0.03,0.07,0.08,0.088571429,0.056,,,,
,tacos,0.02,0.12,0,0.06,0.12,-0.06,1,0.09,0.13,0.12,0.13,0.03,-0.01,0,0.18,0.18,0.05,0.02,0.03,0.09,0.068421053,0.08,0.043333333,,,,
,glass,0.16,0.36,0.05,0.03,0.04,0.07,0.09,1,0.23,0.27,0.11,0.24,0.19,0.26,0.15,0.07,0.09,0.26,0.09,0.11,0.151052632,0.1725,0.114285714,,,,
,wood,0.15,0.19,0.06,0.05,0.14,0.08,0.13,0.23,1,0.29,0.24,0.17,0.09,0.09,0.12,0.06,0.11,0.11,0.08,0.12,0.132105263,0.134545455,0.12875,,,,
,chairs,0.55,0.3,0.09,0.22,0.08,0.16,0.12,0.27,0.29,1,0.19,0.59,0.71,0.72,0.57,0.16,0.29,0.14,0.12,0.35,0.311578947,0.384,0.231111111,,,,
,cooking,0.21,0.39,-0.04,0.12,0.42,0.08,0.13,0.11,0.24,0.19,1,0.47,0.31,0.16,0.15,0.43,0.13,0.11,0.02,0.12,0.197368421,0.211111111,0.185,,,,
,kitchen,0.58,0.52,0,0.12,0.14,0.13,0.03,0.24,0.17,0.59,0.47,1,0.75,0.63,0.51,0.27,0.29,0.1,0.1,0.3,0.312631579,0.36875,0.271818182,,,,
,dining,0.66,0.35,0.04,0.19,0.14,0.16,-0.01,0.19,0.09,0.71,0.31,0.75,1,0.79,0.47,0.29,0.24,0.13,0.09,0.2,0.304736842,0.315714286,0.298333333,,,,
,room,0.44,0.24,0.06,0.18,0.07,0.16,0,0.26,0.09,0.72,0.16,0.63,0.79,1,0.58,0.12,0.33,0.21,0.16,0.31,0.29,0.285,0.292307692,,,,
,sitting,0.4,0.38,0.08,0.31,0.1,0.11,0.18,0.15,0.12,0.57,0.15,0.51,0.47,0.58,1,0.25,0.58,0.28,0.27,0.63,0.322105263,0.402,0.293571429,,,,
,eating,0.25,0.26,0.03,0.19,0.65,0.06,0.18,0.07,0.06,0.16,0.43,0.27,0.29,0.12,0.25,1,0.14,0.08,0.3,0.15,0.207368421,0.1675,0.218,,,,
,talking,0.21,0.2,0.03,0.42,0.05,0.09,0.05,0.09,0.11,0.29,0.13,0.29,0.24,0.33,0.58,0.14,1,0.21,0.19,0.61,0.224210526,0.336666667,0.203125,,,,
,passing,0.09,0.18,0.11,0.21,0.07,0.1,0.02,0.26,0.11,0.14,0.11,0.1,0.13,0.21,0.28,0.08,0.21,1,0.09,0.25,0.144736842,0.17,0.141764706,,,,
,praying,0.05,0.09,0.07,0.13,0.19,0.03,0.03,0.09,0.08,0.12,0.02,0.1,0.09,0.16,0.27,0.3,0.19,0.09,1,0.24,0.123157895,,0.116666667,,,,
,laughing,0.2,0.22,0.1,0.34,0.06,0.07,0.09,0.11,0.12,0.35,0.12,0.3,0.2,0.31,0.63,0.15,0.61,0.25,0.24,1,0.235263158,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.197578947,0.220796033,0.183605583,,,,
283,Document,Table,fork,knife,spoon,desk,computer,keyboard,internet,google,amazon,netflix,tv,movie,popcorn,candy,soda,water,gatorade,sports,soccer,,,,,,,3
,Table,1,0.42,0.3,0.45,0.22,0.03,0.04,N/A,-0.02,-0.01,N/A,0.06,0.04,0.21,0.16,0.11,0.11,N/A,0.03,0.06,0.138125,0.138125,,0.387692308,0.155,0.080769231,
,fork,0.42,1,0.34,0.48,0.15,0.01,0.01,N/A,0.08,-0.06,N/A,0.03,0.01,0.25,0.16,0.15,0.08,N/A,0,-0.03,0.13,0.110666667,0.42,,,,
,knife,0.3,0.34,1,0.37,0.12,0,0,N/A,0.09,0.03,N/A,0.01,0.07,0.2,0.14,0.18,0.13,N/A,0,0,0.12375,0.095714286,0.32,,,,
,spoon,0.45,0.48,0.37,1,0.18,0,-0.01,N/A,0.01,0,N/A,0.06,0.06,0.35,0.24,0.27,0.17,N/A,0.05,0,0.1675,0.106153846,0.433333333,,,,
,desk,0.22,0.15,0.12,0.18,1,0.12,0.11,N/A,0,0.02,N/A,0.1,0.08,0.08,0.13,0.05,0.02,N/A,0.02,0.01,0.088125,0.061666667,0.1675,,,,
,computer,0.03,0.01,0,0,0.12,1,0.77,N/A,-0.01,0.01,N/A,0.1,0.07,0.03,0.04,0,0,N/A,0.07,0,0.0775,0.098181818,0.032,,,,
,keyboard,0.04,0.01,0,-0.01,0.11,0.77,1,N/A,0.03,0.02,N/A,0.05,0.03,-0.02,0.08,0.02,0,N/A,0,-0.01,0.07,0.02,0.153333333,,,,
,internet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
,google,-0.02,0.08,0.09,0.01,0,-0.01,0.03,N/A,1,0.07,N/A,0.03,0.02,0.09,0.12,0.05,0.32,N/A,0.02,-0.02,0.055,0.077777778,0.025714286,,,,
,amazon,-0.01,-0.06,0.03,0,0.02,0.01,0.02,N/A,0.07,1,N/A,-0.02,-0.02,0.01,0.06,-0.05,0.04,N/A,-0.01,0.05,0.00875,0.0075,0.01,,,,
,netflix,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
,tv,0.06,0.03,0.01,0.06,0.1,0.1,0.05,N/A,0.03,-0.02,N/A,1,0.61,0.24,0.18,0.09,0.05,N/A,0.24,0.01,0.115,0.202857143,0.046666667,,,,
,movie,0.04,0.01,0.07,0.06,0.08,0.07,0.03,N/A,0.02,-0.02,N/A,0.61,1,0.31,0.2,0.14,0.04,N/A,0.2,0.02,0.1175,0.151666667,0.097,,,,
,popcorn,0.21,0.25,0.2,0.35,0.08,0.03,-0.02,N/A,0.09,0.01,N/A,0.24,0.31,1,0.42,0.27,0.08,N/A,0.07,0,0.161875,0.168,0.159090909,,,,
,candy,0.16,0.16,0.14,0.24,0.13,0.04,0.08,N/A,0.12,0.06,N/A,0.18,0.2,0.42,1,0.37,0.07,N/A,0.07,0.02,0.15375,0.1325,0.160833333,,,,
,soda,0.11,0.15,0.18,0.27,0.05,0,0.02,N/A,0.05,-0.05,N/A,0.09,0.14,0.27,0.37,1,0.33,N/A,0.03,0.02,0.126875,0.126666667,0.126923077,,,,
,water,0.11,0.08,0.13,0.17,0.02,0,0,N/A,0.32,0.04,N/A,0.05,0.04,0.08,0.07,0.33,1,N/A,0.06,0.01,0.094375,0.035,0.102857143,,,,
,gatorade,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
,sports,0.03,0,0,0.05,0.02,0.07,0,N/A,0.02,-0.01,N/A,0.24,0.2,0.07,0.07,0.03,0.06,N/A,1,0.73,0.09875,,0.056666667,,,,
,soccer,0.06,-0.03,0,0,0.01,0,-0.01,N/A,-0.02,0.05,N/A,0.01,0.02,0,0.02,0.02,0.01,N/A,0.73,1,0.054375,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.104779412,0.102165102,0.154127917,,,,
284,Document,table,chair,desk,pencil,pen,ink,squid,ocean,fish,whale,krill,food,apple,orange,breakfast,pancakes,syrup,waffle,strawberries,orchard,,,,,,,0
,table,1,0.61,0.22,0.14,0.11,0.11,0.06,0.01,0.01,0.05,0,0.08,0.25,0.19,0.43,0.29,0.22,0.01,0.19,0.2,0.167368421,0.167368421,,0.328421053,0.22,0.210588235,
,chair,0.61,1,0.49,0.21,0.23,0.09,0.08,0.02,-0.01,0.05,-0.01,0.04,0.21,0.18,0.41,0.24,0.12,0.04,0.14,0.22,0.176842105,0.152777778,0.61,,,,
,desk,0.22,0.49,1,0.41,0.31,0.2,0.02,0.02,0.04,0.02,0.01,0.05,0.14,0.1,0.16,0.09,0.02,0.12,0.05,0.09,0.134736842,0.108823529,0.355,,,,
,pencil,0.14,0.21,0.41,1,0.42,0.58,0.01,0.02,0.04,0,0.03,0.03,0.09,0.14,0.08,0.11,0.07,0.18,-0.03,0.01,0.133684211,0.11125,0.253333333,,,,
,pen,0.11,0.23,0.31,0.42,1,0.34,0.01,0.03,0.02,0.05,0,0.02,0.17,0.11,0.13,0.2,0.02,0.05,0.03,0.12,0.124736842,0.086666667,0.2675,,,,
,ink,0.11,0.09,0.2,0.58,0.34,1,0.01,0.02,-0.01,0,0.03,0.02,0.14,0.12,0.1,0.11,0.11,0.09,0.01,0.01,0.109473684,0.054285714,0.264,,,,
,squid,0.06,0.08,0.02,0.01,0.01,0.01,1,0.34,0.41,0.7,0.53,0.13,-0.01,-0.02,0.02,-0.02,0.04,-0.04,-0.03,0.06,0.121052632,0.162307692,0.031666667,,,,
,ocean,0.01,0.02,0.02,0.02,0.03,0.02,0.34,1,0.21,0.15,0.54,0.12,0.05,0.04,0.02,0.01,0.03,-0.02,0.04,0,0.086842105,0.099166667,0.065714286,,,,
,fish,0.01,-0.01,0.04,0.04,0.02,-0.01,0.41,0.21,1,0.34,0.39,0.19,0.05,0.08,0.08,0.07,0.03,0.01,0.11,0.11,0.114210526,0.132727273,0.08875,,,,
,whale,0.05,0.05,0.02,0,0.05,0,0.7,0.15,0.34,1,0.56,0.07,-0.03,0.03,0.03,0.05,0.03,-0.04,0.02,0.01,0.11,0.073,0.151111111,,,,
,krill,0,-0.01,0.01,0.03,0,0.03,0.53,0.54,0.39,0.56,1,0.23,0,0.03,0.01,0.06,0.03,0.04,0.03,-0.03,0.130526316,0.044444444,0.208,,,,
,food,0.08,0.04,0.05,0.03,0.02,0.02,0.13,0.12,0.19,0.07,0.23,1,0.14,0.17,0.17,0.22,0.19,0.06,0.26,0.03,0.116842105,0.155,0.089090909,,,,
,apple,0.25,0.21,0.14,0.09,0.17,0.14,-0.01,0.05,0.05,-0.03,0,0.14,1,0.42,0.26,0.3,0.43,0.06,0.36,0.41,0.181052632,0.32,0.1,,,,
,orange,0.19,0.18,0.1,0.14,0.11,0.12,-0.02,0.04,0.08,0.03,0.03,0.17,0.42,1,0.3,0.38,0.35,0.05,0.26,0.29,0.169473684,0.271666667,0.122307692,,,,
,breakfast,0.43,0.41,0.16,0.08,0.13,0.1,0.02,0.02,0.08,0.03,0.01,0.17,0.26,0.3,1,0.63,0.36,0.12,0.25,0.25,0.200526316,0.322,0.157142857,,,,
,pancakes,0.29,0.24,0.09,0.11,0.2,0.11,-0.02,0.01,0.07,0.05,0.06,0.22,0.3,0.38,0.63,1,0.41,0.08,0.28,0.23,0.196842105,0.25,0.182666667,,,,
,syrup,0.22,0.12,0.02,0.07,0.02,0.11,0.04,0.03,0.03,0.03,0.03,0.19,0.43,0.35,0.36,0.41,1,0.04,0.35,0.33,0.167368421,0.24,0.15375,,,,
,waffle,0.01,0.04,0.12,0.18,0.05,0.09,-0.04,-0.02,0.01,-0.04,0.04,0.06,0.06,0.05,0.12,0.08,0.04,1,0.07,-0.01,0.047894737,0.03,0.05,,,,
,strawberries,0.19,0.14,0.05,-0.03,0.03,0.01,-0.03,0.04,0.11,0.02,0.03,0.26,0.36,0.26,0.25,0.28,0.35,0.07,1,0.27,0.14,,0.132777778,,,,
,orchard,0.2,0.22,0.09,0.01,0.12,0.01,0.06,0,0.11,0.01,-0.03,0.03,0.41,0.29,0.25,0.23,0.33,-0.01,0.27,1,0.136842105,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.138315789,0.154526936,0.182378406,,,,
285,Document,table,chair,dinner,food,obsession,television,fun,friends,groups,social,mindfulness,help,harm,strong,mad,scary,horrible,tornado,rain,humid,,,,,,,1
,table,1,0.61,0.57,0.08,0.05,0.05,0.08,0.18,0.06,0.04,N/A,0.1,0.09,0.07,0.03,0.09,0.21,0.04,0.08,0.03,0.136666667,0.136666667,,0.292941176,0.16625,0.11,
,chair,0.61,1,0.48,0.04,0.16,0.11,0.14,0.13,0.01,0.03,N/A,0.14,0.11,0.11,0.25,0.19,0.34,0.05,0.08,0,0.165555556,0.139411765,0.61,,,,
,dinner,0.57,0.48,1,0.21,0.11,0.08,0.3,0.35,0.03,0.05,N/A,0.18,0.15,0.14,0.25,0.19,0.31,0.09,0.09,0.04,0.201111111,0.160625,0.525,,,,
,food,0.08,0.04,0.21,1,0.03,0.05,0.1,0.08,0.16,0.06,N/A,0.2,0.27,0.19,0.04,0.07,0.06,0,0.11,0.03,0.098888889,0.096666667,0.11,,,,
,obsession,0.05,0.16,0.11,0.03,1,0.04,0.02,0.09,0.04,0.13,N/A,0.06,0.09,0.03,0.07,-0.01,0.15,-0.01,0.03,0,0.06,0.052142857,0.0875,,,,
,television,0.05,0.11,0.08,0.05,0.04,1,0.13,0.11,0.08,0.1,N/A,0.09,0.07,0.04,0.05,0.07,0.08,0.1,0.03,0.02,0.072222222,0.074615385,0.066,,,,
,fun,0.08,0.14,0.3,0.1,0.02,0.13,1,0.52,0.05,0.04,N/A,0.37,0.17,0.17,0.35,0.33,0.2,0.03,0.08,0.01,0.171666667,0.193333333,0.128333333,,,,
,friends,0.18,0.13,0.35,0.08,0.09,0.11,0.52,1,0.09,0.12,N/A,0.36,0.21,0.17,0.17,0.25,0.26,0.01,0.02,0.06,0.176666667,0.156363636,0.208571429,,,,
,groups,0.06,0.01,0.03,0.16,0.04,0.08,0.05,0.09,1,0.28,N/A,0.17,0.09,0.23,0.02,-0.02,0.01,-0.01,0.03,0.03,0.075,0.083,0.065,,,,
,social,0.04,0.03,0.05,0.06,0.13,0.1,0.04,0.12,0.28,1,N/A,0.14,0.09,0.14,0.02,0,0.03,0,-0.02,0.01,0.07,0.045555556,0.094444444,,,,
,mindfulness,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
,help,0.1,0.14,0.18,0.2,0.06,0.09,0.37,0.36,0.17,0.14,N/A,1,0.35,0.3,0.17,0.23,0.15,0.07,0.1,0.06,0.18,0.17875,0.181,,,,
,harm,0.09,0.11,0.15,0.27,0.09,0.07,0.17,0.21,0.09,0.09,N/A,0.35,1,0.32,0.15,0.2,0.23,0.08,0.13,0.03,0.157222222,0.162857143,0.153636364,,,,
,strong,0.07,0.11,0.14,0.19,0.03,0.04,0.17,0.17,0.23,0.14,N/A,0.3,0.32,1,0.15,0.14,0.13,0.24,0.18,0.06,0.156111111,0.15,0.159166667,,,,
,mad,0.03,0.25,0.25,0.04,0.07,0.05,0.35,0.17,0.02,0.02,N/A,0.17,0.15,0.15,1,0.35,0.43,0.15,0.1,0.04,0.155,0.214,0.132307692,,,,
,scary,0.09,0.19,0.19,0.07,-0.01,0.07,0.33,0.25,-0.02,0,N/A,0.23,0.2,0.14,0.35,1,0.35,0.14,0.09,0.06,0.151111111,0.16,0.148571429,,,,
,horrible,0.21,0.34,0.31,0.06,0.15,0.08,0.2,0.26,0.01,0.03,N/A,0.15,0.23,0.13,0.43,0.35,1,0.09,0.09,0.02,0.174444444,0.066666667,0.196,,,,
,tornado,0.04,0.05,0.09,0,-0.01,0.1,0.03,0.01,-0.01,0,N/A,0.07,0.08,0.24,0.15,0.14,0.09,1,0.4,0.2,0.092777778,0.3,0.066875,,,,
,rain,0.08,0.08,0.09,0.11,0.03,0.03,0.08,0.02,0.03,-0.02,N/A,0.1,0.13,0.18,0.1,0.09,0.09,0.4,1,0.58,0.122222222,,0.095294118,,,,
,humid,0.03,0,0.04,0.03,0,0.02,0.01,0.06,0.03,0.01,N/A,0.06,0.03,0.06,0.04,0.06,0.02,0.2,0.58,1,0.071111111,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.130935673,0.139450275,0.178100028,,,,
286,Document,table,wood,legs,standing,furniture,timber,seat,walk,lay,hard,echo,tall,high,children,slide,tree,nature,rock,brown,dense,,,,,,,0
,table,1,0.15,0.1,0.22,0.32,0,0.13,0.08,0.09,0.09,0.04,0.09,0.14,0.06,0.14,0.03,0.11,0.05,0.12,0.06,0.106315789,0.106315789,,0.161578947,0.141111111,0.196470588,
,wood,0.15,1,0.06,0.18,0.55,0.42,0.05,0.13,0.18,0.27,0.08,0.18,0.13,0.05,0.17,0.34,0.12,0.03,0.08,0.17,0.175789474,0.177222222,0.15,,,,
,legs,0.1,0.06,1,0.38,0.08,0.04,0.2,0.41,0.37,0.36,0.06,0.31,0.17,0.09,0.15,0.16,0.06,0.07,0.26,0.02,0.176315789,0.187647059,0.08,,,,
,standing,0.22,0.18,0.38,1,0.17,0.19,0.43,0.51,0.41,0.37,0.17,0.48,0.24,0.14,0.22,0.23,0.12,0.1,0.28,0.14,0.262105263,0.2625,0.26,,,,
,furniture,0.32,0.55,0.08,0.17,1,0.22,0.08,0.09,0.11,0.16,0.01,0.13,0.16,0.05,0.12,0.09,0.09,0.01,0.06,0.12,0.137894737,0.1,0.28,,,,
,timber,0,0.42,0.04,0.19,0.22,1,0.04,0.12,0.25,0.14,0.06,0.25,0.14,0.01,0.08,0.28,0.17,0.07,0.1,0.27,0.15,0.141428571,0.174,,,,
,seat,0.13,0.05,0.2,0.43,0.08,0.04,1,0.29,0.22,0.23,0.06,0.23,0.18,0.1,0.13,0.05,0.06,0.04,0.17,0.02,0.142631579,0.136923077,0.155,,,,
,walk,0.08,0.13,0.41,0.51,0.09,0.12,0.29,1,0.26,0.33,0.13,0.44,0.19,0.17,0.16,0.27,0.09,0.08,0.24,0.11,0.215789474,0.205833333,0.232857143,,,,
,lay,0.09,0.18,0.37,0.41,0.11,0.25,0.22,0.26,1,0.34,0.19,0.29,0.2,0.09,0.16,0.14,0.12,0.13,0.24,0.1,0.204736842,0.181818182,0.23625,,,,
,hard,0.09,0.27,0.36,0.37,0.16,0.14,0.23,0.33,0.34,1,0.16,0.33,0.27,0.14,0.28,0.15,0.17,0.18,0.23,0.13,0.227894737,0.204,0.254444444,,,,
,echo,0.04,0.08,0.06,0.17,0.01,0.06,0.06,0.13,0.19,0.16,1,0.14,0.15,0.07,0.08,-0.03,0.1,0.06,0.09,0.11,0.091052632,0.085555556,0.096,,,,
,tall,0.09,0.18,0.31,0.48,0.13,0.25,0.23,0.44,0.29,0.33,0.14,1,0.31,0.14,0.1,0.28,0.11,0.09,0.4,0.22,0.237894737,0.20625,0.260909091,,,,
,high,0.14,0.13,0.17,0.24,0.16,0.14,0.18,0.19,0.2,0.27,0.15,0.31,1,0.11,0.13,0.13,0.15,0.14,0.17,0.25,0.176842105,0.154285714,0.19,,,,
,children,0.06,0.05,0.09,0.14,0.05,0.01,0.1,0.17,0.09,0.14,0.07,0.14,0.11,1,0.06,0.05,0.1,0.02,0.13,0.04,0.085263158,0.066666667,0.093846154,,,,
,slide,0.14,0.17,0.15,0.22,0.12,0.08,0.13,0.16,0.16,0.28,0.08,0.1,0.13,0.06,1,0.06,0.01,0.15,0.03,0.2,0.127894737,0.09,0.141428571,,,,
,tree,0.03,0.34,0.16,0.23,0.09,0.28,0.05,0.27,0.14,0.15,-0.03,0.28,0.13,0.05,0.06,1,0.07,0.09,0.15,0.09,0.138421053,0.1,0.148666667,,,,
,nature,0.11,0.12,0.06,0.12,0.09,0.17,0.06,0.09,0.12,0.17,0.1,0.11,0.15,0.1,0.01,0.07,1,0.07,0.03,0.14,0.099473684,0.08,0.103125,,,,
,rock,0.05,0.03,0.07,0.1,0.01,0.07,0.04,0.08,0.13,0.18,0.06,0.09,0.14,0.02,0.15,0.09,0.07,1,0.12,0.12,0.085263158,0.12,0.081176471,,,,
,brown,0.12,0.08,0.26,0.28,0.06,0.1,0.17,0.24,0.24,0.23,0.09,0.4,0.17,0.13,0.03,0.15,0.03,0.12,1,0.06,0.155789474,,0.161111111,,,,
,dense,0.06,0.17,0.02,0.14,0.12,0.27,0.02,0.11,0.1,0.13,0.11,0.22,0.25,0.04,0.2,0.09,0.14,0.12,0.06,1,0.124736842,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.156105263,0.144802565,0.17215637,,,,
287,Document,table,food,stable,gathering,home,wood,chairs,discussion,events,homework,kitchen,dining room,placemats,family,thanksgiving,dinner,breakfast,lunch,friends,enjoyment,,,,,,,0
,table,1,0.08,0.18,0.07,0.13,0.15,0.55,0.14,0.04,0.18,0.58,0.51,0.48,0.12,0.22,0.57,0.43,0.27,0.18,0.12,0.263157895,0.263157895,,0.263157895,0.21,0.162352941,
,food,0.08,1,0.04,0.34,0.16,0.14,0.08,0.05,0.05,0.04,0.14,0.09,0.08,0.13,0.08,0.21,0.17,0.2,0.08,0.14,0.121052632,0.123333333,0.08,,,,
,stable,0.18,0.04,1,0.12,0.1,0.06,0.08,0.18,0.09,0.03,0.07,0.09,-0.01,0.11,0.09,0.1,0.09,0.05,0.07,0.05,0.083684211,0.080588235,0.11,,,,
,gathering,0.07,0.34,0.12,1,0.17,0.18,0.13,0.21,0.23,0.09,0.11,0.09,-0.03,0.09,0.24,0.18,0.11,0.11,0.12,0.12,0.141052632,0.134375,0.176666667,,,,
,home,0.13,0.16,0.1,0.17,1,0.12,0.25,0.11,0.14,0.38,0.35,0.25,0.08,0.35,0.3,0.5,0.27,0.4,0.42,0.18,0.245263158,0.273333333,0.14,,,,
,wood,0.15,0.14,0.06,0.18,0.12,1,0.29,0,0.02,0.06,0.17,0.09,0.01,0.04,0.06,0.11,0.09,0.04,0.05,0.03,0.09,0.075714286,0.13,,,,
,chairs,0.55,0.08,0.08,0.13,0.25,0.29,1,0.07,0.07,0.24,0.59,0.75,0.21,0.18,0.25,0.43,0.35,0.27,0.22,0.14,0.271052632,0.29,0.23,,,,
,discussion,0.14,0.05,0.18,0.21,0.11,0,0.07,1,0.25,0.18,0.02,0.06,0.04,0.15,0.03,0.12,0.03,0.1,0.08,0.26,0.109473684,0.11,0.108571429,,,,
,events,0.04,0.05,0.09,0.23,0.14,0.02,0.07,0.25,1,0.15,0.06,0.09,0.02,0.13,0.11,0.08,0.08,0.11,0.15,0.33,0.115789474,0.119090909,0.11125,,,,
,homework,0.18,0.04,0.03,0.09,0.38,0.06,0.24,0.18,0.15,1,0.34,0.28,0.11,0.12,0.22,0.35,0.36,0.48,0.32,0.13,0.213684211,0.271,0.15,,,,
,kitchen,0.58,0.14,0.07,0.11,0.35,0.17,0.59,0.02,0.06,0.34,1,0.69,0.37,0.16,0.43,0.69,0.58,0.44,0.12,0.11,0.316842105,0.398888889,0.243,,,,
,dining room,0.51,0.09,0.09,0.09,0.25,0.09,0.75,0.06,0.09,0.28,0.69,1,0.18,0.15,0.28,0.45,0.36,0.3,0.19,0.11,0.263684211,0.2525,0.271818182,,,,
,placemats,0.48,0.08,-0.01,-0.03,0.08,0.01,0.21,0.04,0.02,0.11,0.37,0.18,1,0,0.11,0.42,0.29,0.21,0.06,0.08,0.142631579,0.167142857,0.128333333,,,,
,family,0.12,0.13,0.11,0.09,0.35,0.04,0.18,0.15,0.13,0.12,0.16,0.15,0,1,0.16,0.23,0.13,0.13,0.33,0.09,0.147368421,0.178333333,0.133076923,,,,
,thanksgiving,0.22,0.08,0.09,0.24,0.3,0.06,0.25,0.03,0.11,0.22,0.43,0.28,0.11,0.16,1,0.52,0.31,0.32,0.22,0.03,0.209473684,0.28,0.184285714,,,,
,dinner,0.57,0.21,0.1,0.18,0.5,0.11,0.43,0.12,0.08,0.35,0.69,0.45,0.42,0.23,0.52,1,0.65,0.6,0.35,0.18,0.354736842,0.445,0.330666667,,,,
,breakfast,0.43,0.17,0.09,0.11,0.27,0.09,0.35,0.03,0.08,0.36,0.58,0.36,0.29,0.13,0.31,0.65,1,0.62,0.2,0.09,0.274210526,0.303333333,0.26875,,,,
,lunch,0.27,0.2,0.05,0.11,0.4,0.04,0.27,0.1,0.11,0.48,0.44,0.3,0.21,0.13,0.32,0.6,0.62,1,0.32,0.17,0.270526316,0.245,0.273529412,,,,
,friends,0.18,0.08,0.07,0.12,0.42,0.05,0.22,0.08,0.15,0.32,0.12,0.19,0.06,0.33,0.22,0.35,0.2,0.32,1,0.23,0.195263158,,0.193333333,,,,
,enjoyment,0.12,0.14,0.05,0.12,0.18,0.03,0.14,0.26,0.33,0.13,0.11,0.11,0.08,0.09,0.03,0.18,0.09,0.17,0.23,1,0.136315789,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.198263158,0.222821745,0.181293426,,,,
288,Document,table,chair,kitchen,dinner,food,fork,knife,breakfast,lunch,flowers,plate,glass,drink,restaurant,booth,desk,family,meal,centerpiece,dessert,,,,,,,0
,table,1,0.61,0.58,0.57,0.08,0.42,0.3,0.43,0.27,0.07,0.32,0.16,0.12,0.34,0.13,0.22,0.12,0.37,0.65,0.33,0.320526316,0.320526316,,0.307368421,0.22,0.180588235,
,chair,0.61,1,0.66,0.48,0.04,0.28,0.23,0.41,0.3,0.08,0.19,0.22,0.09,0.26,0.18,0.49,0.11,0.25,0.34,0.21,0.285789474,0.267777778,0.61,,,,
,kitchen,0.58,0.66,1,0.69,0.14,0.36,0.26,0.58,0.44,0.11,0.3,0.24,0.14,0.38,0.24,0.23,0.16,0.47,0.46,0.5,0.365263158,0.335294118,0.62,,,,
,dinner,0.57,0.48,0.69,1,0.21,0.44,0.26,0.65,0.6,0.17,0.37,0.14,0.23,0.56,0.23,0.13,0.23,0.62,0.53,0.61,0.406315789,0.37375,0.58,,,,
,food,0.08,0.04,0.14,0.21,1,0.14,0.12,0.17,0.2,0.1,0.1,0.04,0.19,0.36,0.05,0.05,0.13,0.55,0.09,0.3,0.161052632,0.172666667,0.1175,,,,
,fork,0.42,0.28,0.36,0.44,0.14,1,0.34,0.31,0.33,0.05,0.34,0.19,0.15,0.29,0.08,0.15,0.08,0.35,0.35,0.35,0.263157895,0.24,0.328,,,,
,knife,0.3,0.23,0.26,0.26,0.12,0.34,1,0.19,0.14,0.02,0.23,0.18,0.1,0.15,0.09,0.12,0.02,0.27,0.23,0.22,0.182631579,0.150769231,0.251666667,,,,
,breakfast,0.43,0.41,0.58,0.65,0.17,0.31,0.19,1,0.62,0.09,0.23,0.12,0.18,0.38,0.13,0.16,0.13,0.54,0.36,0.46,0.323157895,0.283333333,0.391428571,,,,
,lunch,0.27,0.3,0.44,0.6,0.2,0.33,0.14,0.62,1,0.13,0.17,0.14,0.21,0.49,0.19,0.4,0.13,0.5,0.23,0.48,0.314210526,0.279090909,0.3625,,,,
,flowers,0.07,0.08,0.11,0.17,0.1,0.05,0.02,0.09,0.13,1,0.04,0.1,0.1,0.06,0.05,0.04,0.11,0.07,0.13,0.07,0.083684211,0.077,0.091111111,,,,
,plate,0.32,0.19,0.3,0.37,0.1,0.34,0.23,0.23,0.17,0.04,1,0.25,0.08,0.27,0.1,0.06,0.02,0.24,0.4,0.32,0.212105263,0.193333333,0.229,,,,
,glass,0.16,0.22,0.24,0.14,0.04,0.19,0.18,0.12,0.14,0.1,0.25,1,0.29,0.14,0.12,0.21,0.06,0.09,0.16,0.15,0.157894737,0.1525,0.161818182,,,,
